SERIAL_NO	TABLE_NAME	SECTION_LEVEL1	SECTION_LEVEL2	FIELD_OID	BUSINESS_NAME	FIELD_NAME	FIELD_LABEL	field_label_zh_cn	field_label_en	FORM_OID	DATA_TYPE	DICT_ITEM	DICT_TABLE	DESCRIPTION	VISIBILITY_CONDITION	RELATED_FIELD	IS_PREDEFINED	FIELD_COMPONENT_TYPE	FIELD_DATA_TYPE
211	CathPCI_Data_Dictionary	I.实验室检查		307	术后肌酐(μmol/L)(最高值)	Postp_Creat_Mgdl	术后肌酐(μmol/L)(最高值)	术后肌酐(μmol/L)(最高值)	Post-procedure Creatinine(Maximum Value)	6	decimal(6,2)					postp_creat_mgdl	1	textfield	decimal
212	CathPCI_Data_Dictionary	I.实验室检查		308	术后肌酐未检测(72小时内出现最低值)	If_Postp_Creat_Nd	术后肌酐未检测(72小时内出现最低值)	术后肌酐未检测(72小时内出现最低值)	Post-procedure Creatinine Not Drawn(lowest value within the interval of 72 hours)	6	bit					postp_creat_mgdl	1	checkbox	boolean
213	CathPCI_Data_Dictionary	I.实验室检查		309	术后血红蛋白(g/L)	Postp_Hgb_Gdl	术后血红蛋白(g/L)	术后血红蛋白(g/L)	Post-procedure Hemoglobin(g/L)	6	decimal(6,2)					postp_hgb_gdl	1	textfield	decimal
214	CathPCI_Data_Dictionary	I.实验室检查		310	术后血红蛋白未检测	If_Postp_Hgb_Nd	术后血红蛋白未检测	术后血红蛋白未检测	Post-procedure Hemoglobin Not Drawn	6	bit					postp_hgb_gdl	1	checkbox	boolean
215	CathPCI_Data_Dictionary	I.实验室检查		311	术后低密度脂蛋白(LDL)(mmol/L)	Postp_Ldl_Mgdl	术后低密度脂蛋白(LDL)(mmol/L)	术后低密度脂蛋白(LDL)(mmol/L)	Post-procedure Low-density Lipoprotein (LDL)	6	decimal(6,2)					postp_ldl_mgdl	1	textfield	decimal
216	CathPCI_Data_Dictionary	I.实验室检查		312	术后低密度脂蛋白(LDL)未检测	If_Postp_Ldl_Nd	术后低密度脂蛋白(LDL)未检测	术后低密度脂蛋白(LDL)未检测	Post-procedure Low-density Lipoprotein (LDL) Not Drawn	6	bit					postp_ldl_mgdl	1	checkbox	boolean
217	CathPCI_Data_Dictionary	I.实验室检查		313	术后B型脑钠肽(BNP)(pg/mL)	Postp_Bnp_Pgml	术后B型脑钠肽(BNP)(pg/mL)	术后B型脑钠肽(BNP)(pg/mL)	Post-procedure Type B Brain Natriuretic Peptide (BNP)	6	decimal(6,2)					postp_bnp_pgml	1	textfield	decimal
218	CathPCI_Data_Dictionary	I.实验室检查		314	术后B型脑钠肽(BNP)未检测	If_Postp_Bnp_Nd	术后B型脑钠肽(BNP)未检测	术后B型脑钠肽(BNP)未检测	Post-procedure Type B Brain Natriuretic Peptide (BNP) Not Drawn	6	bit					postp_bnp_pgml	1	checkbox	boolean
219	CathPCI_Data_Dictionary	I.实验室检查		315	术后超敏CRP(Hs-CRP)(μg/mL)	Postp_Hscrp_Ugml	术后超敏CRP(Hs-CRP)(μg/mL)	术后超敏CRP(Hs-CRP)(μg/mL)	Post-procedure Hypersensitive CRP (Hs-CRP)	6	decimal(6,2)					postp_hscrp_ugml	1	textfield	decimal
220	CathPCI_Data_Dictionary	I.实验室检查		316	术后超敏CRP(Hs-CRP)未检测	If_Postp_Hscrp_Nd	术后超敏CRP(Hs-CRP)未检测	术后超敏CRP(Hs-CRP)未检测	Post-procedure Hypersensitive CRP (Hs-CRP) Not Drawn	6	bit					postp_hscrp_ugml	1	checkbox	boolean
221	CathPCI_Data_Dictionary	I.实验室检查		317	术后eGFR(mL/min*1.73m²)	Postp_Egfr_Mlmin	术后eGFR(mL/min*1.73m²)	术后eGFR(mL/min*1.73m²)	Post-procedure eGFR(mL/min*1.73m²)	6	decimal(6,2)					postp_egfr_mlmin	1	textfield	decimal
222	CathPCI_Data_Dictionary	I.实验室检查		318	术后eGFR未检测	If_Postp_Egfr_Nd	术后eGFR未检测	术后eGFR未检测	Post-procedure eGFR Not Drawn	6	bit					postp_egfr_mlmin	1	checkbox	boolean
223	CathPCI_Data_Dictionary	J.围术期		319	心肌梗死(生物标志物阳性)	If_Post_Mi	心肌梗死(生物标志物阳性)	心肌梗死(生物标志物阳性)	Myocardial Infarction ( Positive Biomarkers)	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
224	CathPCI_Data_Dictionary	J.围术期		320	心源性休克	If_Post_Cardio_Shock	心源性休克	心源性休克	Cardiogenic Shock	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
225	CathPCI_Data_Dictionary	J.围术期		321	心力衰竭	If_Post_Hf	心力衰竭	心力衰竭	Heart Failure	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
226	CathPCI_Data_Dictionary	J.围术期		322	脑卒中	If_Post_Cva	脑卒中	脑卒中	CVA/Stroke	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
227	CathPCI_Data_Dictionary	J.围术期		323	如果是脑卒中，是否出血性卒中	If_Post_Hem_Stroke	如果是脑卒中，是否出血性卒中	如果是脑卒中，是否出血性卒中	Hemorrhagic Stroke	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_cva == 102		1	radio	list
228	CathPCI_Data_Dictionary	J.围术期		324	心脏压塞	If_Post_Tamponade	围术期心脏压塞	围术期心脏压塞	Cardiac Tamponade	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
229	CathPCI_Data_Dictionary	J.围术期		325	对比剂过敏	If_Post_Con_Allergy	对比剂过敏	对比剂过敏	Contrast Allergy	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
230	CathPCI_Data_Dictionary	J.围术期		326	对比剂肾病	If_Post_Con_In_Nep	对比剂肾病	对比剂肾病	Contrast Induced Nephropathy	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
231	CathPCI_Data_Dictionary	J.围术期		327	急性亚急性支架血栓形成	If_Acute_Subacute_Stent_Thrombosis	急性亚急性支架血栓形成	急性亚急性支架血栓形成	Acute and Sub-acute Stent Thrombosis	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
232	CathPCI_Data_Dictionary	J.围术期		328	血栓栓塞	If_Thromboembolism	血栓栓塞	血栓栓塞	Thromboembolism	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
233	CathPCI_Data_Dictionary	J.围术期		329	新透析需求	If_Post_Dialysis	新透析需求	新透析需求	New Requirement for Dialysis	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
234	CathPCI_Data_Dictionary	J.围术期		330	其他需要处理的血管并发症	If_Post_Ot_Vas_Comp	其他需要处理的血管并发症	其他需要处理的血管并发症	Other Vascular Complications Requiring Treatment	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
235	CathPCI_Data_Dictionary	J.围术期		331	72小时内出血	If_Post_Bleed	72小时内出血	72小时内出血	Bleeding Event wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
236	CathPCI_Data_Dictionary	J.围术期		332	72小时内出血出现穿刺部位出血	If_Post_Bleed_Accsite	72小时内出血出现穿刺部位出血	72小时内出血出现穿刺部位出血	Bleeding at Access Site wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
237	CathPCI_Data_Dictionary	J.围术期		333	72小时内出血出现穿刺部位血肿	If_Post_Bleed_Hem	72小时内出血出现穿刺部位血肿	72小时内出血出现穿刺部位血肿	Hematoma at Access Site wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
238	CathPCI_Data_Dictionary	J.围术期		334	72小时内出血出现穿刺部位血肿大小	Post_Bleed_Hem_Sz_Cd	72小时内出血出现穿刺部位血肿大小	72小时内出血出现穿刺部位血肿大小	Hematoma Size at Access Site wthin 72 Hours	6	char(3)	bleed_hem_sz	Dict_Candidate_Values		if_post_bleed_hem == 102		1	radio	list
239	CathPCI_Data_Dictionary	J.围术期		335	72小时内出血出现腹膜后出血	If_Post_Retro_Bleed	72小时内出血出现腹膜后出血	72小时内出血出现腹膜后出血	Retroperitoneal Bleeding wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
240	CathPCI_Data_Dictionary	J.围术期		336	72小时内出血出现消化道出血	If_Post_Gi_Bleed	72小时内出血出现消化道出血	72小时内出血出现消化道出血	Gastrointestinal Bleeding wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
241	CathPCI_Data_Dictionary	J.围术期		337	72小时内出血出现泌尿生殖系统出血	If_Post_Gu_Bleed	72小时内出血出现泌尿生殖系统出血	72小时内出血出现泌尿生殖系统出血	Genital-Urinary Bleeding wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
242	CathPCI_Data_Dictionary	J.围术期		338	72小时内出血出现其他出血	If_Post_Ot_Bleed	72小时内出血出现其他出血	72小时内出血出现其他出血	Other Bleeding wthin 72 Hours	6	char(3)	if_else_na	Dict_Candidate_Values		if_post_bleed == 102		1	radio	list
243	CathPCI_Data_Dictionary	J.围术期		339	浓缩红细胞/全血输血	Has_Post_Trsfu	浓缩红细胞/全血输血	浓缩红细胞/全血输血	Concentrated Red Bloodcells/Whole Blood Transfusion	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
244	CathPCI_Data_Dictionary	J.围术期		340	输血前血红蛋白值	Hgb_Prior_Trsfu_Gdl	输血前血红蛋白值	输血前血红蛋白值	Hemoglobin Prior to Transfusion	6	decimal(6,2)				has_post_trsfu == 102		1	textfield	decimal
245	CathPCI_Data_Dictionary	J.围术期		341	术后感染	If_Postoperative_Infection	术后感染	术后感染	Post-operative Infection	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
246	CathPCI_Data_Dictionary	J.围术期		342	脏器功能衰竭	If_Organ_Failure	脏器功能衰竭	脏器功能衰竭	Organ Failure	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
247	CathPCI_Data_Dictionary	J.围术期		343	脏器支持	If_Organ_Support	脏器支持	脏器支持	Organ Support	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
248	CathPCI_Data_Dictionary	K.出院		344	CABG	If_Cabg	CABG	CABG	CABG	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
249	CathPCI_Data_Dictionary	K.出院		345	CABG状态	Cabg_Status_Cd	CABG状态	CABG状态	CABG Status	6	char(3)	cabg_status	Dict_Candidate_Values		if_cabg  == 102		1	radio	list
250	CathPCI_Data_Dictionary	K.出院		346	CABG指征	Cabg_Indication_Cd	CABG指征	CABG指征	CABG Indication	6	char(3)	cabg_indication	Dict_Candidate_Values		if_cabg  == 102		1	radio	list
251	CathPCI_Data_Dictionary	K.出院		347	CABG手术地点	Cabg_Location_Cd	CABG手术地点	CABG手术地点	Procedure Location	6	char(3)	cabg_location	Dict_Candidate_Values		if_cabg  == 102		1	radio	list
252	CathPCI_Data_Dictionary	K.出院		348	手术地点在本院，CABG日期/时间	Cabg_Dt	手术地点在本院，CABG日期	手术地点在本院，CABG日期	CABG Date/Time	6	datetime				cabg_location_cd  == 101		1	time	time
253	CathPCI_Data_Dictionary	K.出院		349	其他大型手术	Has_Ot_Major_Surgery	其他大型手术	其他大型手术	Other Major Surgery	6	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
254	CathPCI_Data_Dictionary	K.出院		350	术后LVEF	Dc_Lvef	术后LVEF	术后LVEF	Post-operative LVEF	6	decimal(6,2)					dc_lvef	1	textfield	decimal
255	CathPCI_Data_Dictionary	K.出院		351	未评估术后LVEF	If_Dc_Lvef_Na	未评估术后LVEF	未评估术后LVEF	LVEF Not Assessed	6	bit					dc_lvef	1	checkbox	boolean
256	CathPCI_Data_Dictionary	K.出院		352	出院日期	Dc_Dt	出院日期	出院日期	Discharge Date	6	datetime						1	date	date
257	CathPCI_Data_Dictionary	K.出院		353	出院状态	Dc_Status_Cd	出院状态	出院状态	Discharge Status	6	char(3)	dc_status	Dict_Candidate_Values				1	radio	list
258	CathPCI_Data_Dictionary	K.出院		354	如果存活，心脏复健	Dc_Card_Rehab_Cd	如果存活，心脏复健	如果存活，心脏复健	If alive, cardiac rehabilitation referral	6	char(3)	dc_card_rehab	Dict_Candidate_Values		dc_status_cd  == 101		1	radio	list
259	CathPCI_Data_Dictionary	K.出院		355	如果死亡，是否在导管室内死亡	If_Death_Lab	如果死亡，是否在导管室内死亡	如果死亡，是否在导管室内死亡	If death,Death in Lab	6	char(3)	if_else_na	Dict_Candidate_Values		dc_status_cd  == 102		1	radio	list
260	CathPCI_Data_Dictionary	K.出院		356	如果死亡，死亡主因	Death_Cause_Cd	如果死亡，死亡主因	如果死亡，死亡主因	If death,Primary Cause of Death	6	char(3)	death_cause	Dict_Candidate_Values		dc_status_cd  == 102		1	radio	list
261	CathPCI_Data_Dictionary	K.出院		357	如果死亡，与PCI操作有关	If_Death_Pci	如果死亡，与PCI操作有关	如果死亡，与PCI操作有关	If death,Relevant to PCI Operation	6	char(3)	death_pci	Dict_Candidate_Values		dc_status_cd  == 102		1	radio	list
262	CathPCI_Data_Dictionary	K.出院			入院状态	Hosp_Status_Cd	入院状态	入院状态	入院状态		char(3)	hosp_status	Dict_Candidate_Values						
263	CathPCI_Data_Dictionary	K.出院		358	血管紧张素转换酶(ACE)抑制剂(任意)	Dm_Ace_Inhibitor_Cd	血管紧张素转换酶(ACE)抑制剂(任意)	血管紧张素转换酶(ACE)抑制剂(任意)	ACE Inhibitor (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
264	CathPCI_Data_Dictionary	K.出院		359	血管紧张素II受体拮抗剂(ARB)(任意)	Dm_Arb_Cd	血管紧张素II受体拮抗剂(ARB)(任意)	血管紧张素II受体拮抗剂(ARB)(任意)	ARB (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
265	CathPCI_Data_Dictionary	K.出院		360	阿司匹林(任意)(出院)	Dm_Aspirin_Cd	阿司匹林(任意)(出院)	阿司匹林(任意)(出院)	Aspirin (any)(discharge)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
266	CathPCI_Data_Dictionary	K.出院		361	β-受体阻滞剂(任意)	Dm_Beta_Blocker_Cd	β-受体阻滞剂(任意)	β-受体阻滞剂(任意)	Beta Blockers (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
267	CathPCI_Data_Dictionary	K.出院		362	他汀类药物(任意)	Dm_Statin_Cd	他汀类药物(任意)	他汀类药物(任意)	Statins (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
268	CathPCI_Data_Dictionary	K.出院		363	非他汀类药物(任意)	Dm_Non_Statin_Cd	非他汀类药物(任意)	非他汀类药物(任意)	Non-Statins (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
269	CathPCI_Data_Dictionary	K.出院		364	氯吡格雷(出院)	Dm_Clopidogrel_Cd	氯吡格雷(出院)	氯吡格雷(出院)	Clopidogrel(discharge)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
270	CathPCI_Data_Dictionary	K.出院		365	普拉格雷(出院)	Dm_Prasugrel_Cd	普拉格雷(出院)	普拉格雷(出院)	Prasugrel(discharge)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
271	CathPCI_Data_Dictionary	K.出院		366	替格瑞洛	Dm_Ticagrelor_Cd	替格瑞洛	替格瑞洛	Ticagrelor	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
272	CathPCI_Data_Dictionary	K.出院		367	噻氯吡啶(出院)	Dm_Ticlopidine_Cd	噻氯吡啶(出院)	噻氯吡啶(出院)	Ticlopidine(discharge)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
273	CathPCI_Data_Dictionary	K.出院		368	华法林	Dm_Warfarin_Cd	华法林	华法林	Warfarin	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
274	CathPCI_Data_Dictionary	K.出院		369	Xa因子拮抗剂（任意）	Dm_Xa_Factor_Antagonists_Cd	Xa因子拮抗剂（任意）	Xa因子拮抗剂（任意）	Xa Factor Antagonist (any)	6	char(3)	medication_administer	Dict_Candidate_Values				1	radio	list
275	CathPCI_Data_Dictionary	A.基本资料		370	手术年龄	patient_age	手术年龄	手术年龄	Surgery age	1	decimal(17,6)			手术年龄				textfield	decimal
276	CathPCI_Data_Dictionary	计算字段		371	BSA	patient_bsa	BSA	BSA	BSA	1	decimal(6,2)			BSA				textfield	decimal
277	CathPCI_Data_Dictionary	C.病史和风险因素		372	BMI	patient_bmi	BMI	BMI	BMI	2	decimal(38,22)			BMI				textfield	decimal
289	CathPCI_Devices	H.病变和器械			支架计数	IC_Dev_Counter				5	int								
290	CathPCI_Devices	H.病变和器械		373	装置名称	Device_Name_Cd	装置名称	装置名称	Device name	5	char(3)	device_name	Dict_Candidate_Values					select	list
291	CathPCI_Devices	H.病变和器械		374	使用的血管内装置类型	IC_Device_Type_Cd	使用的血管内装置类型	使用的血管内装置类型	Device Type	5	char(3)	ic_device_type	Dict_Candidate_Values			ic_device	1	mult_select	list
292	CathPCI_Devices	H.病变和器械		375	使用的血管内装置	IC_Device	使用的血管内装置	使用的血管内装置	Device in Use	5	nvarchar(100)					ic_device	1	textfield	text
293	CathPCI_Devices	H.病变和器械			使用的血管内装置(半角)	IC_Device_Half_Width				5	nvarchar(100)								
294	CathPCI_Devices	H.病变和器械		376	数量	IC_Dev_Number	数量	数量	Quantity	5	int						1	textfield	integer
295	CathPCI_Devices	H.病变和器械		377	产地	IC_Dev_Origin	产地	产地	Device vendor	5	char(3)	device_origin	Dict_Candidate_Values				1	radio	list
296	CathPCI_Devices	H.病变和器械		378	相关病变	Associated_Lesion_Cd	相关病变	相关病变	Relevent lesion	5	nvarchar(40)	associated_lesion	Dict_Candidate_Values				1	mult_select	list
297	CathPCI_Devices	H.病变和器械		379	直径	Dev_Diam_mm	直径(mm)	直径(mm)	Diameter(mm)	5	decimal(6,2)						1	textfield	decimal
298	CathPCI_Devices	H.病变和器械		380	长度(mm)	Dev_Len_mm	长度(mm)	长度(mm)	Length(mm)	5	decimal(6,2)						1	textfield	decimal
309	CathPCI_Lesions	H.病变和器械			病变计数	Lession_Counter				5	int								
310	CathPCI_Lesions	H.病变和器械		381	病变名称	Lesion_Name_Cd	病变名称	病变名称	Lesion Name	5	char(3)	associated_lesion	Dict_Candidate_Values					select	list
311	CathPCI_Lesions	H.病变和器械		382	分段	Segment_Number_Cd	分段	分段	Segment	5	varchar(40)	segment_number	Dict_Candidate_Values				1	mult_select	list
312	CathPCI_Lesions	H.病变和器械		383	如果是ACS，罪犯血管	Culprit_Lesion_Cd	如果是ACS，罪犯血管	如果是ACS，罪犯血管	If ACS, culprit lesion	5	char(3)	culprit_lesion	Dict_Candidate_Values				1	radio	list
313	CathPCI_Lesions	H.病变和器械		384	术前狭窄程度	Stenosis_Prior_Treat	术前狭窄程度	术前狭窄程度	Stenosis Immediately Prior to Rx	5	int						1	textfield	integer
314	CathPCI_Lesions	H.病变和器械		385	慢性完全闭塞病变	If_Chronic_Occlusion	慢性完全闭塞病变	慢性完全闭塞病变	chronic total occlusion	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
315	CathPCI_Lesions	H.病变和器械		386	血管内超声	If_Ivus	血管内超声	血管内超声	IVUS	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
316	CathPCI_Lesions	H.病变和器械		387	如果血管内超声，面积狭窄百分比	If_Ivus_Narrow_Percent	如果血管内超声，面积狭窄百分比	如果血管内超声，面积狭窄百分比	If  IVUS,Area Stenosis Percentage	5	int				if_ivus == 102		1	textfield	integer
317	CathPCI_Lesions	H.病变和器械		388	如果血管内超声，最小管腔面积	If_Ivus_Mla	如果血管内超声，最小管腔面积	如果血管内超声，最小管腔面积	If  IVUS,Minimum Lumen Area	5	int				if_ivus == 102		1	textfield	integer
318	CathPCI_Lesions	H.病变和器械		389	血流储备分数(FFR)	If_Ffr	血流储备分数(FFR)	血流储备分数(FFR)	FFR 	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
319	CathPCI_Lesions	H.病变和器械		390	FFR值	Ffr_Ratio	FFR值	FFR值	FFR Rate	5	decimal(6,2)				if_ffr == 102		1	textfield	decimal
320	CathPCI_Lesions	H.病变和器械		391	术前TIMI血流	Pre_Proc_Timi_Cd	术前TIMI血流	术前TIMI血流	Preoperative TIMI Flow	5	char(3)	timi	Dict_Candidate_Values				1	radio	list
321	CathPCI_Lesions	H.病变和器械		392	畸形冠状动脉	If_Lesion_Anamorphosis_Coronary	畸形冠状动脉(病变)	畸形冠状动脉 (病变)	Anomalous coronary artery	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
322	CathPCI_Lesions	H.病变和器械		393	既往病变	If_Prev_Treated_Lesion	既往病变	既往病变	Previously Treated Lesion	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
323	CathPCI_Lesions	H.病变和器械		394	既往病变时间	Prev_Lesion_Time_Cd	既往病变时间	既往病变时间	Previously Treated Lesion Time	5	char(3)	prev_lesion_time	Dict_Candidate_Values		if_prev_treated_lesion == 102		1	radio	list
324	CathPCI_Lesions	H.病变和器械		395	如果是既往病变，是否用支架治疗	Has_Previous_Stent	如果是既往病变，是否用支架治疗	如果是既往病变，是否用支架治疗	If Previously Treated Lesion,Treated with Stent	5	char(3)	if_else_na	Dict_Candidate_Values		if_prev_treated_lesion == 102		1	radio	list
325	CathPCI_Lesions	H.病变和器械		396	如果是(支架治疗)，支架内再狭窄	If_In_Restenosis	如果是(支架治疗)，支架内再狭窄	如果是(支架治疗)，支架内再狭窄	If Treated with Stent,In-stent Restenosis	5	char(3)	if_else_na	Dict_Candidate_Values		has_previous_stent == 102		1	radio	list
326	CathPCI_Lesions	H.病变和器械		397	如果是(支架治疗)，支架内血栓形成	If_Inthrombosis	如果是(支架治疗)，支架内血栓形成	如果是(支架治疗)，支架内血栓形成	If Treated with Stent,In-stent Thrombosis	5	char(3)	if_else_na	Dict_Candidate_Values		has_previous_stent == 102		1	radio	list
327	CathPCI_Lesions	H.病变和器械		398	如果是(支架治疗)，支架类型	Stent_Type_Cd	如果是(支架治疗)，支架类型	如果是(支架治疗)，支架类型	If Treated with Stent,Stent Type	5	char(3)	stent_type	Dict_Candidate_Values		has_previous_stent == 102		1	radio	list
328	CathPCI_Lesions	H.病变和器械		399	桥血管病变	Lesion_Graft_Cd	桥血管病变	桥血管病变	Bypass Graft Lesion	5	char(3)	lesion_graft	Dict_Candidate_Values				1	radio	list
329	CathPCI_Lesions	H.病变和器械		400	静脉桥血管病变位置	Loc_Graft_Cd	静脉桥血管病变位置	静脉桥血管病变位置	Vein Bypass Graft Lesion Position	5	char(3)	loc_graft	Dict_Candidate_Values		lesion_graft_cd == 102		1	radio	list
330	CathPCI_Lesions	H.病变和器械		401	左乳内动脉桥血管病变位置	Lb_Loc_Graft_Cd	左乳内动脉桥血管病变位置	左乳内动脉桥血管病变位置	Left Breast Bypass Graft Lesion Position	5	char(3)	loc_graft	Dict_Candidate_Values		lesion_graft_cd == 103		1	radio	list
331	CathPCI_Lesions	H.病变和器械		402	其他动脉桥血管病变位置	Oa_Loc_Graft_Cd	其他动脉桥血管病变位置	其他动脉桥血管病变位置	Other Artery Bypass Graft Lesion Position	5	char(3)	loc_graft	Dict_Candidate_Values		lesion_graft_cd == 104		1	radio	list
332	CathPCI_Lesions	H.病变和器械		403	病变复杂度	Leson_Complexty_Cd	病变复杂度	病变复杂度	Lesion Complexity	5	char(3)	leson_complexty	Dict_Candidate_Values				1	radio	list
333	CathPCI_Lesions	H.病变和器械		404	病变长度(mm)	Lesion_Length_Mm	病变长度(mm)	病变长度(mm)	Lesion Length(mm)	5	int						1	textfield	integer
334	CathPCI_Lesions	H.病变和器械		405	一般病变	If_Normal_Lesion	一般病变	一般病变	Normal Lesion	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
335	CathPCI_Lesions	H.病变和器械		406	钙化病变	If_Calcified_Lesion	钙化病变	钙化病变	Calcified Lesion	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
336	CathPCI_Lesions	H.病变和器械		407	出现血栓	If_Thrombus	出现血栓	出现血栓	Thrombus Present	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
337	CathPCI_Lesions	H.病变和器械		408	分叉病变	If_Bifurcation_Lesion	分叉病变	分叉病变	Bifurcation Disease	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
338	CathPCI_Lesions	H.病变和器械		409	小血管病变（<2.5mm）	If_Small_Vessel_Lesion	小血管病变（<2.5mm）	小血管病变（<2.5mm）	Small Vessel Disease (<2.5mm)	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
339	CathPCI_Lesions	H.病变和器械		410	导丝穿过病变	If_Guide_Wire_Lesion	导丝穿过病变	导丝穿过病变	Guidewire Across Lesion	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
340	CathPCI_Lesions	H.病变和器械		411	术后狭窄	If_Stenosis_Post_Proc	术后狭窄	术后狭窄	Post-operative Stenosis	5	int				if_guide_wire_lesion == 102		1	textfield	integer
341	CathPCI_Lesions	H.病变和器械		412	术后TIMI血流	Post_Proc_Timi_Cd	术后TIMI血流	术后TIMI血流	Post-operative TIMI Flow	5	char(3)	timi	Dict_Candidate_Values		if_guide_wire_lesion == 102		1	radio	list
342	CathPCI_Lesions	H.病变和器械		413	置入装置	Has_Device_Deployed	置入装置	置入装置	Device Deployed	5	char(3)	if_else_na	Dict_Candidate_Values		if_guide_wire_lesion == 102		1	radio	list
343	CathPCI_Lesions	H.病变和器械		414	球囊预扩张	Has_Balloonpe	球囊预扩张	球囊预扩张	Balloon Pre-dilation	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
344	CathPCI_Lesions	H.病变和器械		415	球囊后扩张	Has_Postballoon	球囊后扩张	球囊后扩张	Balloon Post-dilation	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
345	CathPCI_Lesions	H.病变和器械		416	术中并发症	If_Procedure_Complication	术中并发症	术中并发症	Procedure Complication	5	char(3)	if_else_na	Dict_Candidate_Values				1	radio	list
346	CathPCI_Lesions	H.病变和器械		417	慢血流	If_Slow_Flow	慢血流	慢血流	Slow Flow	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
347	CathPCI_Lesions	H.病变和器械		418	显著夹层动脉瘤	If_Sig_Dissection	显著夹层动脉瘤	显著夹层动脉瘤	Severe Dissections	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
348	CathPCI_Lesions	H.病变和器械		419	急性血栓	If_Acute_Thromboembolism	急性血栓	急性血栓	Acute Thrombus	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
349	CathPCI_Lesions	H.病变和器械		420	穿孔	If_Perfseg	穿孔	穿孔	Perforation	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
350	CathPCI_Lesions	H.病变和器械		421	急性闭塞	If_Accute_Occlusion	急性闭塞	急性闭塞	Accute Occlusion	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
351	CathPCI_Lesions	H.病变和器械		422	心脏压塞	If_Cardiac_Tamponade	术中心脏压塞	术中心脏压塞	Cardiac Tamponade	5	char(3)	if_else_na	Dict_Candidate_Values		If_Procedure_Complication == 102		1	radio	list
